crop,state,costofcultivation/hectarea2fl,costofcultivation/hectarec2,costofproduction/quintalc2,yieldquintal/hectare,production200607,production200708,production200809,production200910,production201011,area200607,area200708,area200809,area200910,area201011,yield200607,yield200708,yield200809,yield200910,yield201011,variety,season/durationindays,unnamed4,200405,200506,200607,200708,200809,200910,201011,201112,frequency,unit,31993,31994,31995,31996,31997,31998,31999,32000,32001,32002,32003,32004,32005,32006,32007,32008,32009,32010,32011,32012,32013,32014
agriculture production foodgrains yield foodgrains coarse cereals jowar rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,651.0,633.0,591.0,585.0,604.0,667.0,774.0,820.0,842.0,851.0,,
agriculture production foodgrains yield foodgrains coarse cereals bajra kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,739.0,718.0,809.0,872.0,876.0,951.0,920.0,895.0,953.0,1009.0,,
agriculture production foodgrains yield foodgrains coarse cereals maize total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,1878.0,1817.0,1870.0,1916.0,1901.0,2031.0,2109.0,2128.0,2249.0,2361.0,,
agriculture production foodgrains yield foodgrains coarse cereals maize kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,1765.0,1713.0,1761.0,1786.0,1740.0,1853.0,1877.0,1875.0,1974.0,2089.0,,
agriculture production foodgrains yield foodgrains coarse cereals maize rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,2874.0,2749.0,2853.0,3030.0,3220.0,3421.0,3741.0,3813.0,3963.0,3944.0,,
agriculture production foodgrains yield foodgrains pulses total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,597.0,595.0,595.0,593.0,594.0,610.0,614.0,625.0,644.0,662.0,,
agriculture production foodgrains yield foodgrains pulses kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,453.0,455.0,463.0,455.0,455.0,483.0,472.0,469.0,496.0,514.0,,
agriculture production foodgrains yield foodgrains pulses rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,738.0,723.0,723.0,725.0,725.0,729.0,742.0,760.0,772.0,789.0,,
agriculture production foodgrains yield foodgrains pulses tur kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,694.0,703.0,681.0,687.0,681.0,717.0,717.0,726.0,702.0,703.0,,
agriculture production foodgrains yield foodgrains pulses gram rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,817.0,796.0,795.0,803.0,803.0,808.0,826.0,847.0,865.0,881.0,,
agriculture production foodgrains yield oilseeds nine oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,859.0,850.0,870.0,918.0,918.0,995.0,985.0,1000.0,1039.0,1081.0,,
agriculture production foodgrains yield oilseeds nine oilseeds groundnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,952.0,970.0,981.0,1079.0,1031.0,1181.0,1144.0,1144.0,1187.0,1274.0,,
agriculture production foodgrains yield oilseeds nine oilseeds rapeseed and mustard rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,966.0,924.0,985.0,1045.0,1063.0,1081.0,1080.0,1108.0,1123.0,1128.0,,
agriculture production foodgrains yield oilseeds nine oilseeds soyabean kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,966.0,958.0,976.0,980.0,1006.0,1096.0,1068.0,1086.0,1138.0,1166.0,,
agriculture production foodgrains yield oilseeds nine oilseeds sunflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,580.0,552.0,541.0,548.0,549.0,590.0,623.0,632.0,645.0,676.0,,
agriculture production foodgrains yield other cash crops cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,201.0,204.0,2108.0,273.0,324.0,379.0,396.0,412.0,440.0,456.0,,
agriculture production foodgrains yield other cash crops jute and mesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,1900.0,1944.0,1938.0,2030.0,2063.0,2093.0,6010.0,2172.0,2176.0,2195.0,,
agriculture production foodgrains yield other cash crops onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,10416.0,10540.0,10416.0,11678.0,11987.0,12520.0,12520.0,,,,,
agriculture production foodgrains yield other cash crops potato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,18858.0,18343.0,18386.0,17950.0,16962.0,17207.0,17207.0,,,,,
agriculture production foodgrains yield other cash crops sugarcane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,69202.0,69065.0,65945.0,64473.0,64969.0,66151.0,67024.0,67929.0,68554.0,69118.0,,
(dc)agricultural coverage under irrigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",%,,,,40.1,40.0,40.8,42.4,43.9,43.4,43.0,42.8,42.2,44.2,,,,,,,,,
agricultural production foodgrains area andhra pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,6.81,6.27,7.17,7.27,7.39,7.44,6.666,8.03,7.29,6.85,
agricultural production foodgrains area assam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,2.74,2.58,2.6,2.38,2.52,2.67,2.6956,2.77,2.74,2.52,
agricultural production foodgrains area bihar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,7.01,6.46,6.55,6.7,7.03,6.92,6.6342,6.24,6.7,6.71,
agricultural production foodgrains area chhattisgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,5.07,5.13,5.15,5.06,5.08,4.96,4.8637,4.96,4.96,5.04,
agricultural production foodgrains area gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,4.03,3.72,3.97,4.57,4.48,4.06,3.694,4.53,4.74,3.68,
agricultural production foodgrains area haryana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,4.29,4.24,4.27,4.35,4.48,4.61,4.54,4.72,4.63,4.39,
agricultural production foodgrains area jharkhand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,1.95,1.87,1.93,2.38,2.44,2.43,1.6191,1.49,2.32,2.31,
agricultural production foodgrains area karnataka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,6.91,7.56,7.6,7.45,7.87,7.46,7.955,8.24,7.43,7.42,
agricultural production foodgrains area madhya pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,12.68,12.47,11.68,11.78,11.29,11.91,12.459,12.86,13.5,14.13,
agricultural production foodgrains area maharashtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,12.18,12.61,12.75,13.45,13.21,11.42,12.1127,13.03,10.86,10.11,
agricultural production foodgrains area orissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,5.39,5.3,5.46,5.4,5.49,5.43,5.4061,5.32,4.92,5.04,
agricultural production foodgrains area punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,6.29,6.35,6.32,6.3,6.3,6.46,6.503,6.51,6.51,6.59,
agricultural production foodgrains area rajasthan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,13.96,12.05,12.45,12.7,13.61,13.21,13.2719,15.08,14.44,12.17,
agricultural production foodgrains area tamil nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,2.88,3.3,3.32,3.17,3.1,3.19,3.0328,3.17,3.21,2.89,
agricultural production foodgrains area uttar pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,20.2,19.29,19.64,20.04,19.08,19.76,19.322,19.8,20.13,19.96,
agricultural production foodgrains area uttaranchal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,1.03,1.04,1.03,0.99,1.01,1.03,1.009,0.99,0.95,0.93,
agricultural production foodgrains area west bengal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,6.6,6.48,6.44,6.36,6.36,6.54,6.2423,5.56,6.04,6.09,
agricultural production foodgrains area others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,3.3,3.36,3.27,3.36,3.33,3.33,3.3068,3.47,3.38,3.33,
agricultural production foodgrains volume andhra pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,13.697,13.396,16.951,16.229,19.303,20.421,15.295,20.32,18.36,17.93,
agricultural production foodgrains volume assam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,4.035,3.6182,3.6778,3.06,3.47,4.143,4.4811,4.88,4.66,4.76,
agricultural production foodgrains volume bihar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,11.2126,7.7044,8.5868,11.0986,10.8641,12.2207,10.1506,9.22,14.05,15.62,
agricultural production foodgrains volume chhattisgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,6.4698,5.023,5.7148,5.805,6.2919,5.1673,4.9028,7.06,6.87,7.63,
agricultural production foodgrains volume gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,6.5713,5.2575,6.154,6.499,8.206,6.481,5.761,8.34,8.87,7.32,
agricultural production foodgrains volume haryana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,13.1931,13.109,12.9981,14.763,15.3078,15.6137,15.357,16.63,17.96,16.22,
agricultural production foodgrains volume jharkhand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,2.905,2.3111,2.0676,3.6868,4.1645,4.1887,2.1521,1.88,4.18,4.3,
agricultural production foodgrains volume karnataka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,6.5621,10.495,13.489,9.599,12.186,11.275,10.955,13.88,12.1,10.93,
agricultural production foodgrains volume madhya pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,15.9567,14.1048,13.195,13.747,12.0705,13.9146,16.0178,14.95,20.39,23.42,
agricultural production foodgrains volume maharashtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,10.323,10.5407,12.087,12.6451,15.1917,11.4276,12.5863,15.42,12.54,10.69,
agricultural production foodgrains volume orissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,7.1569,6.8897,7.3597,7.3447,8.1433,7.3991,7.5531,7.62,6.41,8.35,
agricultural production foodgrains volume punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,24.7294,25.6707,25.1842,25.3131,26.8153,27.3298,26.95,27.87,28.39,28.07,
agricultural production foodgrains volume rajasthan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,17.9938,2.1508,11.445,14.2088,16.0587,16.6802,12.3501,18.83,19.47,18.03,
agricultural production foodgrains volume tamil nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,4.4066,6.1758,6.1272,8.263,6.5823,7.1023,7.5114,7.59,10.15,6.29,
agricultural production foodgrains volume uttar pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,44.2465,37.8363,40.4102,41.2145,42.0948,46.7293,43.1953,47.25,50.28,50.84,
agricultural production foodgrains volume uttaranchal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,1.724,1.761,1.594,1.735,1.796,1.765,1.796,1.82,1.85,1.8,
agricultural production foodgrains volume west bengal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,16.0097,16.0554,15.6089,15.9745,16.0502,16.2956,15.7416,14.47,15.99,16.51,
agricultural production foodgrains volume others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,5.29,6.05,5.45,,6.25,5.94,,,6.3125,5.3518,6.75,6.77,6.64,
agricultural production foodgrains yield andhra pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,2012.0,2138.0,2365.0,2231.0,2613.0,2744.0,2294.0,2530.0,2519.0,2616.0,
agricultural production foodgrains yield assam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,1472.0,1405.0,1416.0,1286.0,1378.0,1551.0,1662.0,1763.0,1704.0,1889.0,
agricultural production foodgrains yield bihar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,1601.0,1192.0,1311.0,1656.0,1546.0,1766.0,1530.0,1479.0,2098.0,2329.0,
agricultural production foodgrains yield chhattisgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,1231.0,979.0,1111.0,1148.0,1238.0,1041.0,1008.0,1424.0,1384.0,1514.0,
agricultural production foodgrains yield gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,1629.0,1412.0,1551.0,1423.0,1831.0,1595.0,1560.0,1843.0,1874.0,1990.0,
agricultural production foodgrains yield haryana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,3068.0,3092.0,3045.0,3393.0,3420.0,3388.0,3383.0,3526.0,3879.0,3698.0,
agricultural production foodgrains yield jharkhand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,1490.0,1234.0,1073.0,1550.0,1709.0,1720.0,1330.0,1257.0,1798.0,1861.0,
agricultural production foodgrains yield karnataka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,954.0,1388.0,1776.0,1289.0,1548.0,1511.0,1377.0,1684.0,1629.0,1472.0,
agricultural production foodgrains yield madhya pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,1248.0,1131.0,1130.0,1167.0,1069.0,1168.0,1285.0,1162.0,1510.0,1657.0,
agricultural production foodgrains yield maharashtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,860.0,836.0,948.0,940.0,1150.0,1001.0,1039.0,1184.0,1155.0,1057.0,
agricultural production foodgrains yield orissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,1328.0,1300.0,1349.0,1369.0,1484.0,1363.0,1397.0,1432.0,1303.0,1658.0,
agricultural production foodgrains yield punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,3929.0,4040.0,3986.0,1359.0,4255.0,4231.0,4144.0,4280.0,4364.0,4258.0,
agricultural production foodgrains yield rajasthan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,1288.0,1008.0,919.0,4017.0,1180.0,1263.0,931.0,1249.0,1348.0,1482.0,
agricultural production foodgrains yield tamil nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,1539.0,1874.0,1847.0,1354.0,2125.0,2225.0,2477.0,2393.0,3162.0,2175.0,
agricultural production foodgrains yield uttar pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,2192.0,1961.0,2057.0,2399.0,2206.0,2365.0,2236.0,2386.0,2498.0,2547.0,
agricultural production foodgrains yield uttaranchal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,1672.0,1697.0,1548.0,2057.0,1785.0,1715.0,1780.0,1841.0,1945.0,1939.0,
agricultural production foodgrains yield west bengal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,2421.0,2479.0,2423.0,1760.0,2525.0,2493.0,2522.0,2601.0,2645.0,2711.0,
agricultural production foodgrains rice area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,,41.91,43.66,43.81,43.91,45.54,41.92,42.86,44.01,42.8,43.9
agricultural production foodgrains rice volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,88.53,83.13,91.79,93.36,96.69,99.18,89.09,95.98,105.3,104.4,
agricultural production foodgrains rice yield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",kg/ha,,,,,,,,,,,,,1984.0,2102.0,2131.0,2202.0,2178.0,2125.0,2239.0,2393.0,2462.0,2419.0
agricultural production foodgrains rice area andhra pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,2.98,3.09,3.98,3.98,3.98,4.39,3.441,4.751,4.1,3.49,
agricultural production foodgrains rice area assam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,2.53,2.38,2.42,2.19,2.32,2.48,2.4958,2.57,2.54,2.24,
agricultural production foodgrains rice area bihar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,3.56,3.12,3.25,3.36,3.57,3.5,3.2137,2.833,3.32,3.25,
agricultural production foodgrains rice area chhattisgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,3.72,3.75,3.75,3.72,3.75,3.73,3.6707,3.703,3.77,3.78,
agricultural production foodgrains rice area gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,0.68,0.69,0.67,0.73,0.76,0.75,0.679,0.808,0.84,0.7,
agricultural production foodgrains rice area haryana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,1.02,1.03,1.05,1.04,1.08,1.21,1.205,1.245,1.24,1.22,
agricultural production foodgrains rice area jharkland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,1.36,1.29,1.35,1.62,1.65,1.68,0.995,0.72,1.47,1.35,
agricultural production foodgrains rice area karnataka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,1.15,1.31,1.49,1.4,1.42,1.51,1.487,1.54,1.42,1.27,
agricultural production foodgrains rice area kerala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,0.29,0.29,0.28,0.26,0.23,0.23,0.234,0.213,0.21,0.2,
agricultural production foodgrains rice area madhya pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,1.67,1.62,1.66,1.66,1.56,1.68,1.4457,1.603,1.66,1.88,
agricultural production foodgrains rice area maharashtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,1.54,1.52,1.52,1.53,1.57,1.52,1.47,1.518,1.54,1.55,
agricultural production foodgrains rice area orissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,4.5,4.47,4.48,4.45,4.45,4.45,4.3651,4.226,4.0,4.03,
agricultural production foodgrains rice area punjab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,2.61,2.65,2.64,2.62,2.61,2.74,2.802,2.831,2.82,2.85,
agricultural production foodgrains rice area tamil nadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,1.4,1.87,2.05,1.93,1.79,1.93,1.8455,1.906,1.9,1.58,
agricultural production foodgrains rice area uttar pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,5.95,5.34,5.58,5.92,5.71,6.03,5.1867,5.657,5.95,5.86,
agricultural production foodgrains rice area west bengal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,5.86,5.78,5.78,5.69,5.72,5.94,5.6301,4.944,5.43,5.43,
agricultural production foodgrains rice area others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",ha mn,,,,,,,,,,,,1.68,1.71,1.71,1.71,1.74,1.75,1.7521,1.7952,1.8,1.73,
agricultural production foodgrains rice volume andhra pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton th,,,,,,,,,,,,8953.0,9601.0,11704.0,11872.0,13324.0,14241.0,10538.0,14418.0,12900.0,10910.0,
agricultural production foodgrains rice volume arunachal pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton th,,,,,,,,,,134.6,152.5,154.6,135.0,146.2,146.2,158.1,163.9,215.8,234.0,,,
agricultural production foodgrains rice volume assam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton th,,,,,,,,,,,,3880.0,3470.7,3552.5,2916.0,3319.0,4008.5,4335.8,4737.0,4520.0,4560.0,
agricultural production foodgrains rice volume bihar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton th,,,,,,,,,,,,5447.8,2472.2,3495.5,4989.3,4418.1,5590.3,3599.3,3102.0,7160.0,7340.0,
agricultural production foodgrains rice volume chhattisgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton th,,,,,,,,,,,,5567.6,4383.3,5011.6,5041.4,5426.6,4391.8,4110.4,6159.0,6030.0,6610.0,
agricultural production foodgrains rice volume goa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton th,,,,,,,,,,126.5,134.8,170.7,145.2,147.3,130.3,121.6,123.3,100.6,115.0,,,
agricultural production foodgrains rice volume gujarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton th,,,,,,,,,,,,1277.0,1238.2,1298.0,1390.0,1474.0,1303.0,1292.0,1497.0,1790.0,1500.0,
agricultural production foodgrains rice volume haryana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton th,,,,,,,,,,,,2790.0,3023.0,3210.0,3371.0,3613.0,3298.0,3625.0,3472.0,3760.0,3980.0,
agricultural production foodgrains rice volume himachal pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton th,,,,,,,,,,,,120.6,122.0,112.1,123.5,121.5,118.3,105.9,129.0,131.6,134.3,
agricultural production foodgrains rice volume jammu and kashmir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton th,,,,,,,,,,,,504.2,492.2,556.8,554.0,561.3,563.1,497.4,508.0,544.7,545.6,
agricultural production foodgrains rice volume jharkhand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton th,,,,,,,,,,,,2310.0,1677.0,1558.0,2967.8,3336.4,3420.2,1538.4,1110.0,3130.0,3030.0,
agricultural production foodgrains rice volume karnataka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton th,,,,,,,,,,,,2550.3,3547.0,5744.0,3446.0,3717.0,3802.0,3691.0,4188.0,3960.0,3280.0,
